OMIM_disease,OMIM_phen_key,OMIM_orgene,OMIM_id,OMIM_pos,OMIM_gene
"Aland Island eye disease, 300600 ",3,"CACNA1F, CSNB2, CORDX3, CSNB2A, AIED, OA2",300110,Xp11.23,CACNA1F
"Albinism, brown oculocutaneous, 203200 ",3,"OCA2, P, PED, D15S12, BOCA, EYCL3, HCL3, SHEP1",611409,15q12-q13,OCA2
"Albinism, oculocutaneous, type IA, 203100 ",3,"TYR, SHEP3, CMM8, OCA1A, ATN",606933,11q14.3,TYR
"Albinism, oculocutaneous, type IB, 606952 ",3,"TYR, SHEP3, CMM8, OCA1A, ATN",606933,11q14.3,TYR
"Albinism, oculocutaneous, type II, 203200 ",3,"OCA2, P, PED, D15S12, BOCA, EYCL3, HCL3, SHEP1",611409,15q12-q13,OCA2
"Albinism, oculocutaneous, type III, 203290 ",3,"TYRP1, CAS2, GP75, SHEP11",115501,9p23,TYRP1
"Alcohol sensitivity, acute, 610251 ",3,ALDH2,100650,12q24.12,ALDH2
"Aldosteronism, glucocorticoid-remediable, 103900 ",3,"CYP11B1, P450C11, FHI",610613,8q24.3,CYP11B1
"Alexander disease, 203450 ",3,"GFAP, ALXDRD",137780,17q21.31,GFAP
"Alkaptonuria, 203500 ",3,"HGD, AKU",607474,3q13.33,HGD
"Allan-Herndon-Dudley syndrome, 300523 ",3,"SLC16A2, DXS128, XPCT",300095,Xq13.2,SLC16A2
"Alopecia universalis, 203655 ",3,"HR, AU, MUHH1, HYPT4",602302,8p21.3,HR
"Alpha-fetoprotein deficiency, 615969 ",3,"AFP, HPAFP, AFPD",104150,4q13.3,AFP
"Alpha-methylacetoacetic aciduria, 203750 ",3,ACAT1,607809,11q22.3,ACAT1
"Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 ",3,"ATRX, XH2, XNP, SHS, SFM1, MRXHF1",300032,Xq21.1,ATRX
"Alpha-thalassemia/mental retardation syndrome, 301040 ",3,"ATRX, XH2, XNP, SHS, SFM1, MRXHF1",300032,Xq21.1,ATRX
"Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity, 609889 ",3,RAG1,179615,11p12,RAG1
"Alport syndrome, 301050 ",3,"COL4A5, ATS, ASLN",303630,Xq22.3,COL4A5
"Alport syndrome, autosomal dominant, 104200 ",3,COL4A3,120070,2q36.3,COL4A3
"Alport syndrome, autosomal recessive, 203780 ",3,COL4A3,120070,2q36.3,COL4A3
"Alport syndrome, autosomal recessive, 203780 ",3,COL4A4,120131,2q36.3,COL4A4
"Alstrom syndrome, 203800 ",3,"ALMS1, ALSS, KIAA0328",606844,2p13.1,ALMS1
"Alternating hemiplegia of childhood 2, 614820 ",3,"ATP1A3, DYT12, RDP, AHC2, CAPOS",182350,19q13.2,ATP1A3
"Alternating hemiplegia of childhood, 104290 ",3,"ATP1A2, FHM2, MHP2",182340,1q23.2,ATP1A2
"Alzheimer disease 1, familial, 104300 ",3,"APP, AAA, CVAP, AD1",104760,21q21.3,APP
"Alzheimer disease, type 3, 607822 ",3,"PSEN1, AD3",104311,14q24.2,PSEN1
"Alzheimer disease, type 3, with spastic paraparesis and apraxia, 607822 ",3,"PSEN1, AD3",104311,14q24.2,PSEN1
"Alzheimer disease, type 3, with spastic paraparesis and unusual plaques, 607822 ",3,"PSEN1, AD3",104311,14q24.2,PSEN1
"Alzheimer disease-2, 104310 ",3,"APOE, AD2, LPG, LDLCQ5",107741,19q13.32,APOE
"Alzheimer disease-4, 606889 ",3,"PSEN2, AD4, STM2, CMD1V",600759,1q42.13,PSEN2
"Amelogenesis imperfecta, type 1E, 301200 ",3,"AMELX, AMG, AIH1, AMGX, AI1E",300391,Xp22.2,AMELX
"Amelogenesis imperfecta, type IB, 104500 ",3,"ENAM, AIH2, AI1C",606585,4q13.3,ENAM
"Amelogenesis imperfecta, type IC, 204650 ",3,"ENAM, AIH2, AI1C",606585,4q13.3,ENAM
"Amelogenesis imperfecta, type IF, 616270 ",3,"AMBN, AI1F",601259,4q13.3,AMBN
"Amelogenesis imperfecta, type IIA1, 204700 ",3,"KLK4, EMSP1, PRSS17, AI2A1",603767,19q13.41,KLK4
"Amelogenesis imperfecta, type IIA5, 615887 ",3,"SLC24A4, NCKX4, SHEP6, AI2A5",609840,14q32.12,SLC24A4
"Amelogenesis imperfecta, type IV, 104510 ",3,"DLX3, TDO, AI4",600525,17q21.33,DLX3
"Aminoacylase 1 deficiency, 609924 ",3,"ACY1, ACY1D",104620,3p21.2,ACY1
"Amyloidosis, 3 or more types, 105200 ",3,APOA1,107680,11q23.3,APOA1
"Amyloidosis, familial visceral, 105200 ",3,FGA,134820,4q31.3,FGA
"Amyloidosis, hereditary, transthyretin-related, 105210 ",3,"TTR, PALB",176300,18q12.1,TTR
"Amyloidosis, primary localized cutaneous, 1, 105250 ",3,"OSMR, OSMRB, PLCA1",601743,5p13.1,OSMR
"Amyloidosis, renal, 105200 ",3,LYZ,153450,12q15,LYZ
"Amyotrophic lateral sclerosis 1, 105400 ",3,"SOD1, ALS1",147450,21q22.11,SOD1
"Amyotrophic lateral sclerosis 10, with or without FTD, 612069 ",3,"TARDBP, TDP43, ALS10",605078,1p36.22,TARDBP
"Amyotrophic lateral sclerosis 12, 613435 ",3,"OPTN, GLC1E, FIP2, HYPL, NRP, ALS12",602432,10p13,OPTN
"Amyotrophic lateral sclerosis 14, with or without frontotemporal dementia, 613954 ",3,"VCP, IBMPFD1, ALS14, CMT2Y",601023,9p13.3,VCP
"Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia, 300857 ",3,"UBQLN2, PLIC2, CHAP1, ALS15",300264,Xp11.21,UBQLN2
"Amyotrophic lateral sclerosis 17, 614696 ",3,"CHMP2B, DMT1, VPS2B, ALS17",609512,3p11.2,CHMP2B
"Amyotrophic lateral sclerosis 2, juvenile, 205100 ",3,"ALS2, ALSJ, PLSJ, IAHSP",606352,2q33.1,ALS2
"Amyotrophic lateral sclerosis 4, juvenile, 602433 ",3,"SETX, SCAR1, AOA2, ALS4",608465,9q34.13,SETX
"Amyotrophic lateral sclerosis 5, juvenile, 602099 ",3,"SPG11, KIAA1840, FLJ21439, ALS5, CMT2X",610844,15q21.1,SPG11
"Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia, 608030 ",3,"FUS, TLS, ALS6, ETM4",137070,16p11.2,FUS
"Amyotrophic lateral sclerosis 8, 608627 ",3,"VAPB, VAPC, ALS8",605704,20q13.32,VAPB
"Amyotrophic lateral sclerosis 9, 611895 ",3,"ANG, RNASE5, ALS9",105850,14q11.2,ANG
"Amyotrophy, hereditary neuralgic, 162100 ",3,"SEPT9, MSF, MSF1, NAPB",604061,17q25.3,SEPT9
"Analbuminemia, 616000 ",3,"ALB, ANALBA, FDAH",103600,4q13.3,ALB
"Anauxetic dysplasia, 607095 ",3,"RMRP, RMRPR, CHH",157660,9p13.3,RMRP
"Andersen syndrome, 170390 ",3,"KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7, SQT3, ATFB9",600681,17q24.3,KCNJ2
"Androgen insensitivity, 300068 ",3,"AR, DHTR, TFM, SBMA, KD, SMAX1, HYSP1",313700,Xq12,AR
"Androgen insensitivity, partial, with or without breast cancer, 312300 ",3,"AR, DHTR, TFM, SBMA, KD, SMAX1, HYSP1",313700,Xq12,AR
"Anemia, X-linked, with/without neutropenia and/or platelet abnormalities, 300835 ",3,"GATA1, GF1, ERYF1, NFE1, XLTDA, XLTT, XLANP",305371,Xp11.23,GATA1
"Anemia, hemolytic, Rh-null, regulator type, 268150 ",3,"RHAG, RH50A, OHST",180297,6p12.3,RHAG
"Anemia, sideroblastic, 1, 300751 ",3,"ALAS2, ANH1, ASB, XLEPP, XLSA, ANH1, SIDBA1",301300,Xp11.21,ALAS2
"Anemia, sideroblastic, 3, pyridoxine-refractory, 616860 ",3,"GLRX5, C14orf87, PRO1238, FLB4739, PRSA, SIDBA3, SPAHGC",609588,14q32.13,GLRX5
"Angelman syndrome, 105830 ",3,"UBE3A, ANCR",601623,15q11.2,UBE3A
"Angioedema, hereditary, type III, 610618 ",3,"F12, HAF, HAE3",610619,5q35.3,F12
"Angioedema, hereditary, types I and II, 106100 ",3,"C1NH, HAE1, HAE2, SERPING1",606860,11q12.1,C1NH
"Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, 611773 ",3,"COL4A1, POREN1, HANAC, ICH, BSVD, RATOR",120130,13q34,COL4A1
"Aniridia, 106210 ",3,"PAX6, AN2, MGDA, FVH1",607108,11p13,PAX6
"Anterior segment anomalies with or without cataract, 113650 ",3,"EYA1, BOR, BOS1, OFC1",601653,8q13.3,EYA1
"Anterior segment mesenchymal dysgenesis, 107250 ",3,"FOXE3, FKHL12, ASMD",601094,1p33,FOXE3
"Anterior segment mesenchymal dysgenesis, 107250 ",3,"PITX3, CTPP4, CTRCT11",602669,10q24.32,PITX3
"Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis, 201750 ",3,POR,124015,7q11.23,POR
"Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis, 207410 ",3,"FGFR2, BEK, CFD1, JWS, TK14, BBDS",176943,10q26.13,FGFR2
"Aortic aneurysm, familial thoracic 10, 617168 ",3,"LOX, AAT10",153455,5q23.1,LOX
"Aortic aneurysm, familial thoracic 4, 132900 ",3,"MYH11, AAT4, FAA4",160745,16p13.11,MYH11
"Aortic aneurysm, familial thoracic 6, 611788 ",3,"ACTA2, ACTSA, AAT6, MYMY5",102620,10q23.31,ACTA2
"Aortic aneurysm, familial thoracic 7, 613780 ",3,"MYLK, MLCK, AAT7",600922,3q21.1,MYLK
"Aortic valve disease 1, 109730 ",3,"NOTCH1, TAN1, AOS5, AOVD1",190198,9q34.3,NOTCH1
"Apert syndrome, 101200 ",3,"FGFR2, BEK, CFD1, JWS, TK14, BBDS",176943,10q26.13,FGFR2
"Aphasia, primary progressive, 607485 ",3,"GRN, CLN11",138945,17q21.31,GRN
"Aplasia of lacrimal and salivary glands, 180920 ",3,FGF10,602115,5p12,FGF10
"Aplastic anemia, 609135 ",3,"NBN, NBS1",602667,8q21.3,NBN
"Aplastic anemia, 609135 ",3,"PRF1, HPLH2, FLH2",170280,10q22.1,PRF1
"Apolipoprotein C-III deficiency, 614028 ",3,"APOC3, HALP2",107720,11q23.3,APOC3
"Apparent mineralocorticoid excess, 218030 ",3,"HSD11B2, HSD11K, AME",614232,16q22.1,HSD11B2
"Argininemia, 207800 ",3,ARG1,608313,6q23.2,ARG1
"Argininosuccinic aciduria, 207900 ",3,ASL,608310,7q11.21,ASL
"Aromatase deficiency, 613546 ",3,"CYP19A1, CYP19, ARO",107910,15q21.2,CYP19A1
"Aromatase excess syndrome, 139300 ",3,"CYP19A1, CYP19, ARO",107910,15q21.2,CYP19A1
"Aromatic L-amino acid decarboxylase deficiency, 608643 ",3,DDC,107930,7p12.2-p12.1,DDC
"Arrhythmogenic right ventricular dysplasia 1, 107970 ",3,"TGFB3, ARVD1, RNHF, LDS5",190230,14q24.3,TGFB3
"Arrhythmogenic right ventricular dysplasia 10, 610193 ",3,"DSG2, ARVD10, ARVC10, CMD1BB",125671,18q12.1,DSG2
"Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair, 610476 ",3,"DSC2, DSC3, ARVD11",125645,18q12.1,DSC2
"Arrhythmogenic right ventricular dysplasia 11, 610476 ",3,"DSC2, DSC3, ARVD11",125645,18q12.1,DSC2
"Arrhythmogenic right ventricular dysplasia 12, 611528 ",3,"JUP, DP3, PDGB, ARVD12",173325,17q21.2,JUP
"Arrhythmogenic right ventricular dysplasia 2, 600996 ",3,"RYR2, VTSIP, ARVD2, ARVC2",180902,1q43,RYR2
"Arrhythmogenic right ventricular dysplasia 5, 604400 ",3,"TMEM43, ARVD5, ARVC5, EDMD7",612048,3p25.1,TMEM43
"Arrhythmogenic right ventricular dysplasia 8, 607450 ",3,"DSP, KPPS2, PPKS2, DCWHKTA",125647,6p24.3,DSP
"Arrhythmogenic right ventricular dysplasia 9, 609040 ",3,"PKP2, ARVD9",602861,12p11.21,PKP2
"Arterial calcification, generalized, of infancy, 1, 208000 ",3,"ENPP1, PDNP1, NPPS, M6S1, PCA1, ARHR2, COLED",173335,6q23.2,ENPP1
"Arterial calcification, generalized, of infancy, 2, 614473 ",3,"ABCC6, ARA, ABC34, MLP1, PXE, GACI2",603234,16p13.11,ABCC6
"Arterial tortuosity syndrome, 208050 ",3,"SLC2A10, GLUT10, ATS",606145,20q13.12,SLC2A10
"Arthrogryposis multiplex congenita, distal, type 1, 108120 ",3,"TPM2, TMSB, AMCD1, DA1, DA2B, NEM4",190990,9p13.3,TPM2
"Arthrogryposis multiplex congenita, distal, type 2B, 601680 ",3,"TNNI2, AMCD2B, DA2B, FSSV",191043,11p15.5,TNNI2
"Arthrogryposis, distal, type 2A, 193700 ",3,"MYH3, DA2A, DA2B, DA8",160720,17p13.1,MYH3
"Arthrogryposis, distal, type 2B, 601680 ",3,"MYH3, DA2A, DA2B, DA8",160720,17p13.1,MYH3
"Arthrogryposis, distal, type 2B, 601680 ",3,"TPM2, TMSB, AMCD1, DA1, DA2B, NEM4",190990,9p13.3,TPM2
"Arthrogryposis, distal, type 8, 178110 ",3,"MYH3, DA2A, DA2B, DA8",160720,17p13.1,MYH3
"Arthrogryposis, lethal, with anterior horn cell disease, 611890 ",3,"GLE1, GLE1L, LCCS, LCCS1",603371,9q34.11,GLE1
"Arthropathy, progressive pseudorheumatoid, of childhood, 208230 ",3,"WISP3, PPAC, PPD",603400,6q21,WISP3
"Arthyrgryposis, distal, type 2B, 601680 ",3,"TNNT3, AMCD2B, DA2B, FSSV",600692,11p15.5,TNNT3
"Arts syndrome, 301835 ",3,"PRPS1, CMTX5, DFNX1, DFN2",311850,Xq22.3,PRPS1
"Asparagine synthetase deficiency, 615574 ",3,"ASNS, ASNSD",108370,7q21.3,ASNS
"Aspartate aminotransferase, serum level of, QTL1, 614419 ",3,"GOT1, ASTQTL1",138180,10q24.2,GOT1
"Aspartylglucosaminuria, 208400 ",3,AGA,613228,4q34.3,AGA
"Asthma and nasal polyps, 208550 ",3,"TBX21, TBET",604895,17q21.32,TBX21
"Ataxia with isolated vitamin E deficiency, 277460 ",3,"TTPA, TTP1, AVED",600415,8q12.3,TTPA
"Ataxia, cerebellar, Cayman type, 601238 ",3,"ATCAY, CLAC, KIAA1872",608179,19p13.3,ATCAY
"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia, 208920 ",3,"APTX, AOA, AOA1",606350,9p21.1,APTX
"Ataxia-oculomotor apraxia 4, 616267 ",3,"PNKP, PNK, MCSZ, EIEE10, MCSZ, AOA4",605610,19q13.33,PNKP
"Ataxia-telangiectasia, 208900 ",3,"ATM, ATA, AT1",607585,11q22.3,ATM
"Atelosteogenesis II, 256050 ",3,"SLC26A2, DTD, DTDST, D5S1708, EDM4",606718,5q32,SLC26A2
"Atelosteogenesis, type I, 108720 ",3,"FLNB, SCT, AOI, LRS1",603381,3p14.3,FLNB
"Atelosteogenesis, type III, 108721 ",3,"FLNB, SCT, AOI, LRS1",603381,3p14.3,FLNB
"Athabaskan brainstem dysgenesis syndrome, 601536 ",3,"HOXA1, HOX1F, BSAS",142955,7p15.2,HOXA1
"Atopy, 147050 ",3,"SPINK5, LEKTI",605010,5q32,SPINK5
"Atransferrinemia, 209300 ",3,"TF, TFQTL1",190000,3q22.1,TF
"Atrial fibrillation, familial, 10, 614022 ",3,"SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2",600163,3p22.2,SCN5A
"Atrial fibrillation, familial, 11, 614049 ",3,"GJA5, CX40, ATFB11",121013,1q21.2,GJA5
"Atrial fibrillation, familial, 13, 615377 ",3,"SCN1B, GEFSP1, BRGDA5, ATFB13",600235,19q13.11,SCN1B
"Atrial fibrillation, familial, 14, 615378 ",3,"SCN2B, ATFB14",601327,11q23.3,SCN2B
"Atrial fibrillation, familial, 3, 607554 ",3,"KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2",607542,11p15.5-p15.4,KCNQ1
"Atrial fibrillation, familial, 4, 611493 ",3,"KCNE2, MIRP1, LQT6, ATFB4",603796,21q22.11,KCNE2
"Atrial fibrillation, familial, 6, 612201 ",3,"NPPA, PND, ANP, ATFB6, ATRST2",108780,1p36.22,NPPA
"Atrial fibrillation, familial, 7, 612240 ",3,"KCNA5, ATFB7",176267,12p13.32,KCNA5
"Atrial fibrillation, familial, 9, 613980 ",3,"KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7, SQT3, ATFB9",600681,17q24.3,KCNJ2
"Atrial septal defect 2, 607941 ",3,"GATA4, ASD2, VSD1, TACHD, TOF",600576,8p23.1,GATA4
"Atrial septal defect 3, 614089 ",3,"MYH6, ASD3, MYHCA, CMD1EE, CMH14, SSS3",160710,14q11.2,MYH6
"Atrial septal defect 4, 611363 ",3,"TBX20, ASD4",606061,7p14.2,TBX20
"Atrial septal defect 5, 612794 ",3,"ACTC1, CMD1R, CMH11, ASD5, LVNC4",102540,15q14,ACTC1
"Atrial septal defect 7, with or without AV conduction defects, 108900 ",3,"NKX2-5, NKX2E, CSX, CHNG5, VSD3, HLHS2",600584,5q35.1,NKX2-5
"Atrial standstill 2, 615745 ",3,"NPPA, PND, ANP, ATFB6, ATRST2",108780,1p36.22,NPPA
"Atrichia with papular lesions, 209500 ",3,"HR, AU, MUHH1, HYPT4",602302,8p21.3,HR
"Atrioventricular septal defect 3, 600309 ",3,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP",121014,6q22.31,GJA1
"Atrioventricular septal defect 4, 614430 ",3,"GATA4, ASD2, VSD1, TACHD, TOF",600576,8p23.1,GATA4
"Atrioventricular septal defect, partial, with heterotaxy syndrome, 606217 ",3,"CRELD1, AVSD2",607170,3p25.3,CRELD1
"Au-Kline syndrome, 616580 ",3,"HNRNPK, HNRPK, AUKS",600712,9q21.32,HNRNPK
"Auditory neuropathy, autosomal recessive, 1, 601071 ",3,"OTOF, DFNB9, NSRD9, AUNB1",603681,2p23.3,OTOF
"Auriculocondylar syndrome 1, 602483 ",3,"GNAI3, ARCND1",139370,1p13.3,GNAI3
"Auriculocondylar syndrome 3, 615706 ",3,"EDN1, ARCND3, QME, HDLCQ7",131240,6p24.1,EDN1
"Autoimmune disease, multisystem, infantile-onset, 2, 617006 ",3,"ZAP70, SRK, ADMIO2, IMD48",176947,2q11.2,ZAP70
"Autoimmune lymphoproliferative syndrome, type IA, 601859 ",3,"FAS, TNFRSF6, APT1, CD95, ALPS1A",134637,10q23.31,FAS
"Autoimmune lymphoproliferative syndrome, type IB, 601859 ",3,"FASLG, TNFSF6, APT1LG1, FASL, ALPS1B",134638,1q24.3,FASLG
"Autoimmune lymphoproliferative syndrome, type V, 616100 ",3,"CTLA4, IDDM12, CELIAC3, ALPS5",123890,2q33.2,CTLA4
"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia, 240300 ",3,"AIRE, APECED, APS1",607358,21q22.3,AIRE
"Autoinflammation, lipodystrophy, and dermatosis syndrome, 256040 ",3,"PSMB8, LMP7, RING10, JMP, NKJO, ALDD",177046,6p21.32,PSMB8
"Avascular necrosis of the femoral head, 608805 ",3,COL2A1,120140,12q13.11,COL2A1
"Axenfeld-Rieger syndrome, type 1, 180500 ",3,"PITX2, IDG2, RIEG1, RGS, IGDS2",601542,4q25,PITX2
"Axenfeld-Rieger syndrome, type 3, 602482 ",3,"FOXC1, FKHL7, FREAC3, IRID1, RIEG3",601090,6p25.3,FOXC1
"Bamforth-Lazarus syndrome, 241850 ",3,"FOXE1, FKHL15, TITF2, TTF2, NMTC4",602617,9q22.33,FOXE1
"Band-like calcification with simplified gyration and polymicrogyria, 251290 ",3,"OCLN, BLCPMG",602876,5q13.2,OCLN
"Bannayan-Riley-Ruvalcaba syndrome, 153480 ",3,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,PTEN
"Baraitser-Winter syndrome 1, 243310 ",3,"ACTB, BRWS1",102630,7p22.1,ACTB
"Baraitser-Winter syndrome 2, 614583 ",3,"ACTG1, DFNA20, DFNA26, BRWS2",102560,17q25.3,ACTG1
"Bardet-Biedl syndrome 1, 209900 ",3,BBS1,209901,11q13.2,BBS1
"Bardet-Biedl syndrome 10, 615987 ",3,"BBS10, C12orf58, FLJ23560",610148,12q21.2,BBS10
"Bardet-Biedl syndrome 12, 615989 ",3,"BBS12, FLJ35630, C4orf24",610683,4q27,BBS12
"Bardet-Biedl syndrome 13, 615990 ",3,"MKS1, MKS, BBS13, JBTS28",609883,17q22,MKS1
"Bardet-Biedl syndrome 2, 615981 ",3,"BBS2, RP74",606151,16q13,BBS2
"Bardet-Biedl syndrome 3, 600151 ",3,"ARL6, BBS3, RP55",608845,3q11.2,ARL6
"Bardet-Biedl syndrome 4, 615982 ",3,BBS4,600374,15q24.1,BBS4
"Bardet-Biedl syndrome 5, 615983 ",3,BBS5,603650,2q31.1,BBS5
"Bardet-Biedl syndrome 6, 605231 ",3,"MKKS, HMCS, KMS, MKS, BBS6",604896,20p12.2,MKKS
"Bardet-Biedl syndrome 7, 615984 ",3,BBS7,607590,4q27,BBS7
"Bardet-Biedl syndrome 9, 615986 ",3,"PTHB1, BBS9",607968,7p14.3,PTHB1
"Bare lymphocyte syndrome, type I, 604571 ",3,"TAP1, ABCB2, TAP1, RING4, PSF1",170260,6p21.32,TAP1
"Bare lymphocyte syndrome, type I, 604571 ",3,"TAPBP, TPSN",601962,6p21.32,TAPBP
"Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 ",3,"TAP2, ABCB3, PSF2, RING11",170261,6p21.32,TAP2
"Bare lymphocyte syndrome, type II, complementation group A, 209920 ",3,"CIITA, MHC2TA, C2TA",600005,16p13.13,CIITA
"Bare lymphocyte syndrome, type II, complementation group C, 209920 ",3,RFX5,601863,1q21.3,RFX5
"Bare lymphocyte syndrome, type II, complementation group D, 209920 ",3,RFXAP,601861,13q13.3,RFXAP
"Bare lymphocyte syndrome, type II, complementation group E, 209920 ",3,RFX5,601863,1q21.3,RFX5
"Barrett esophagus/esophageal adenocarcinoma, 614266 ",3,"ASCC1, p50, SMABF2",614215,10q22.1,ASCC1
"Barrett esophagus/esophageal adenocarcinoma, 614266 ",3,CTHRC1,610635,8q22.3,CTHRC1
"Barrett esophagus/esophageal adenocarcinoma, 614266 ",3,"MSR1, SCARA1, SRA",153622,8p22,MSR1
"Bart-Pumphrey syndrome, 149200 ",3,"GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,GJB2
"Barth syndrome, 302060 ",3,"TAZ, EFE2, BTHS, CMD3A, LVNCX",300394,Xq28,TAZ
"Bartter syndrome, type 1, 601678 ",3,"SLC12A1, NKCC2",600839,15q21.1,SLC12A1
"Bartter syndrome, type 2, 241200 ",3,"KCNJ1, ROMK1",600359,11q24.3,KCNJ1
"Bartter syndrome, type 3, 607364 ",3,CLCNKB,602023,1p36.13,CLCNKB
"Bartter syndrome, type 4b, digenic, 613090 ",3,CLCNKA,602024,1p36.13,CLCNKA
"Bartter syndrome, type 4b, digenic, 613090 ",3,CLCNKB,602023,1p36.13,CLCNKB
"Bartter syndrome, type 5, antenatal, transient, 300971 ",3,"MAGED2, MAGED, BARTS5",300470,Xp11.21,MAGED2
"Basal cell carcinoma, somatic, 605462 ",3,"PTCH1, NBCCS, BCNS, HPE7",601309,9q22.32,PTCH1
"Basal cell carcinoma, somatic, 605462 ",3,PTCH2,603673,1p34.1,PTCH2
"Basal cell carcinoma, somatic, 605462 ",3,"RASA1, GAP, CMAVM, PKWS",139150,5q14.3,RASA1
"Basal cell carcinoma, somatic, 605462 ",3,"SMOH, SMO, CRJS",601500,7q32.1,SMOH
"Basal cell nevus syndrome, 109400 ",3,"PTCH1, NBCCS, BCNS, HPE7",601309,9q22.32,PTCH1
"Basal cell nevus syndrome, 109400 ",3,PTCH2,603673,1p34.1,PTCH2
"Basal cell nevus syndrome, 109400 ",3,"SUFU, SUFUXL, SUFUH",607035,10q24.32,SUFU
"Basal ganglia calcification, idiopathic, 1, 213600 ",3,"SLC20A2, MLVAR, GLVR2, IBGC1",158378,8p11.21,SLC20A2
"Basal ganglia calcification, idiopathic, 4, 615007 ",3,"PDGFRB, PDGFR, IBGC4, IMF1, PENTT, KOGS",173410,5q32,PDGFRB
"Basal ganglia calcification, idiopathic, 5, 615483 ",3,"PDGFB, SIS, IBGC5",190040,22q13.1,PDGFB
"Basal laminar drusen, 126700 ",3,"CFH, HF1, HUS, ARMD4, AHUS1",134370,1q31.3,CFH
"Beare-Stevenson cutis gyrata syndrome, 123790 ",3,"FGFR2, BEK, CFD1, JWS, TK14, BBDS",176943,10q26.13,FGFR2
"Becker muscular dystrophy, 300376 ",3,"DMD, BMD, CMD3B",300377,Xp21.2-p21.1,DMD
"Beckwith-Wiedemann syndrome, 130650 ",3,"CDKN1C, KIP2, BWS, IMAGE",600856,11p15.4,CDKN1C
"Beckwith-Wiedemann syndrome, 130650 ",3,"H19, D11S813E, ASM1, BWS, WT2",103280,11p15.5,H19
"Beckwith-Wiedemann syndrome, 130650 ",3,ICR1,616186,11p15.5,ICR1
"Beckwith-Wiedemann syndrome, 130650 ",3,"KCNQ1OT1, LIT1",604115,11p15.5,KCNQ1OT1
"Beckwith-Wiedemann syndrome, 130650 ",3,"NSD1, ARA267, STO, SOTOS1",606681,5q35.3,NSD1
"Behr syndrome, 210000 ",3,"OPA1, NTG, NPG, BERHS, MTDPS14",605290,3q29,OPA1
"Bent bone dysplasia syndrome, 614592 ",3,"FGFR2, BEK, CFD1, JWS, TK14, BBDS",176943,10q26.13,FGFR2
"Bernard-Soulier syndrome, type B, 231200 ",3,"GP1BB, BS, BDPLT1",138720,22q11.21,GP1BB
"Bernard-Soulier syndrome, type C, 231200 ",3,GP9,173515,3q21.3,GP9
"Bestrophinopathy, autosomal recessive, 611809 ",3,"BEST1, VMD2, ARB, RP50",607854,11q12.3,BEST1
"Bethlem myopathy 1, 158810 ",3,"COL6A1, BTHLM1, UCHMD1",120220,21q22.3,COL6A1
"Bethlem myopathy 1, 158810 ",3,"COL6A2, BTHLM1, UCMD1",120240,21q22.3,COL6A2
"Bethlem myopathy 1, 158810 ",3,"COL6A3, DYT27, BTHLM1, UCMD1",120250,2q37.3,COL6A3
"Bietti crystalline corneoretinal dystrophy, 210370 ",3,"CYP4V2, BCD",608614,4q35.1-q35.2,CYP4V2
"Bile acid malabsorption, primary, 613291 ",3,"SLC10A2, NTCP2, PBAM",601295,13q33.1,SLC10A2
"Bile acid synthesis defect, congenital, 1, 607765 ",3,"HSD3B7, CBAS1",607764,16p11.2,HSD3B7
"Bile acid synthesis defect, congenital, 3, 613812 ",3,"CYP7B1, CBAS3, SPG5A",603711,8q12.3,CYP7B1
"Birk-Barel mental retardation dysmorphism syndrome, 612292 ",3,"KCNK9, TASK3",605874,8q24.3,KCNK9
"Birt-Hogg-Dube syndrome, 135150 ",3,"FLCN, BHD",607273,17p11.2,FLCN
"Bjornstad syndrome, 262000 ",3,"BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1",603647,2q35,BCS1L
"Bladder cancer, somatic, 109800 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Bladder cancer, somatic, 109800 ",3,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,KRAS
"Bladder cancer, somatic, 109800 ",3,RB1,614041,13q14.2,RB1
"Blau syndrome, 186580 ",3,"NOD2, CARD15, IBD1, CD, ACUG, PSORAS1",605956,16q12.1,NOD2
